Species,A10,A11,A12,A5,A6,A7,A8,A9,B10,B11,B12,B1,B2,B3,B4,B5,B6,B7,B8,B9,C10,C11,C12,C1,C2,C3,C4,C5,C6,C7,C9,D10,D11,D12,D1
Rhizobium_aethiopicum,5,7,8,1,0,0,12,0,6,0,0,2,0,7,2,0,0,0,23,8,0,0,0,5,0,0,0,4,18,1,0,9,2,6,0
Rhizobium_alamii,0,8,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,17,3,0,1,1,4,0,3,1,3,186,1,0,2,0,0,0
Rhizobium_anhuiense,0,0,1,0,1,1,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,12,2,0,0
Rhizobium_arenae,32,9,13,12,0,7,14,1,6,0,0,0,0,19,3,0,0,0,40,6,0,0,0,10,1,1,20,6,12,2,1,19,5,7,0
Rhizobium_bangladeshense,4,2,0,6,0,2,15,0,0,2,0,1,23,2,5,0,0,0,5,1,0,0,0,16,0,1,266,3,18,1,0,84,1,0,0
Rhizobium_ecuadorense,1,0,2,1,2,0,2,0,0,1,0,0,0,0,4,4,1,2,3,0,1,0,0,2,4,4,2,0,0,1,2,2,3,1,0
Rhizobium_esperanzae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rhizobium_etli,1,4,1,2,0,1,0,0,1,2,0,12,1,3,1,0,1,1,9,1,8,0,0,16,0,0,10,4,4,11,0,4,0,7,4
Rhizobium_favelukesii,0,2,1,4,2,0,4,0,0,0,0,2,2,2,1,0,0,13,1,0,0,1,0,0,2,1,9,0,3,0,0,2,1,1,0
Rhizobium_flavum,0,2,1,1,0,22,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Rhizobium_freirei,2,1,0,2,0,0,1,0,0,0,0,4,0,1,2,0,2,2,0,0,0,0,0,1,0,0,4,0,9,0,0,2,0,0,0
Rhizobium_gallicum,88,1,8,10,0,1,5,0,8,0,0,5,1,1,0,0,0,3,4,6,0,3,0,7,0,1,8,1,0,1,0,22,0,1,1
Rhizobium_grahamii,1,1,0,2,0,0,7,4,0,0,2,0,42,0,2,2,0,8,3,2,0,0,1,3,2,0,5,1,5,1,3,3,0,1,0
Rhizobium_laguerreae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Rhizobium_leguminosarum,3,71,23,11,0,0,8,0,136,1,1,11,80,7,0,0,166,0,2,5,0,1,1,8,0,1,8,2,9,3,1,14,0,1,2
Rhizobium_marinum,0,0,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,16,1,0,0,0,0,1,0,12,0,0,0
Rhizobium_mesoamericanum,3,1,5,3,0,0,3,0,0,0,0,7,0,2,15,0,0,1,0,0,0,0,1,17,0,0,0,1,1,1,0,5,203,157,8
Rhizobium_miluonense,0,4,3,7,0,0,4,0,0,6,0,2,16,3,3,0,1,3,0,0,0,1,0,5,0,0,3,5,1,7,1,2,1,7,1
Rhizobium_multihospitium,83,2,0,3,0,0,2,0,0,1,0,1,0,4,4,0,2,22,5,0,1,1,0,5,0,0,3,4,6,8,0,3,2,3,1
Rhizobium_nepotum,1,0,0,2,0,0,1,0,3,0,0,0,1,0,1,0,0,0,1,5,0,0,0,3,0,0,0,2,3,0,0,6,0,0,0
Rhizobium_oryzae,1,10,0,4,0,0,1,0,4,0,0,4,0,1,0,0,0,0,1,0,0,0,0,6,1,0,13,6,5,0,1,5,0,1,4
Rhizobium_oryziradicis,0,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,11,0,1,0,0,0,0,0,0,2,0,5,0,0,15,0,0,0
Rhizobium_phaseoli,4,1,1,3,1,1,1,0,0,1,0,5,1,2,4,0,0,0,1,1,0,0,0,4,0,1,9,2,7,3,0,16,0,1,5
Rhizobium_pusense,2,8,0,5,0,0,13,0,4,0,13,0,0,3,0,0,0,0,648,10,0,0,0,5,0,0,0,6,4,0,0,0,1,9,1
Rhizobium_rhizosphaerae,4,39,23,5,1,2,22,0,63,1,0,2,0,4,5,0,0,4,45,12,0,0,0,9,0,0,3,5,57,5,1,35,7,8,9
Rhizobium_selenitireducens,66,2,1,5,0,0,2,0,0,0,0,2,0,0,2,0,2,0,0,5,1,0,0,4,0,3,7,1,0,4,1,8,0,1,3
Rhizobium_sophorae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhizobium_sophoriradicis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Rhizobium_subbaraonis,0,0,0,2,0,0,23,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,214,0,11,4,4,183,0,1,1
Rhizobium_taibaishanense,1,0,7,2,0,4,4,0,57,0,0,2,32,2,3,0,1,15,2,3,0,0,0,2,0,4,7,2,10,1,2,5,0,2,0
Rhizobium_tibeticum,0,1,1,3,0,0,9,0,0,2,0,0,0,1,7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Rhizobium_tropici,0,0,0,3,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,4,1,0,1,0,270,0,0,0
Rhizobium_vignae,0,0,2,1,0,13,3,0,1,1,0,2,7,1,1,0,0,1,0,1,0,0,0,2,0,1,4,2,6,1,0,8,1,2,0
Rhizoclosmatium_globosum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,150,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,33
Rhizoctonia_solani,2,1,0,10,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,2,1,2,0,0,1,1,3,0,2,0,3,0,0,1,1
Rhizomucor_miehei,3,11,0,7,0,0,0,0,0,1,0,1,1,11,1,12,0,0,0,2,0,0,3,0,4,1,8,0,0,2,22,0,0,0,5
Rhizomucor_pusillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0
Rhizomucor_variabilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhizophagus_irregularis,0,0,1,3,1,9,0,0,1,0,0,0,3,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Rhizophlyctis_rosea,2,351,21,169,0,2,18,1,10,9,0,68,77,26,0,1517,4,2,51,10,3,66,453,12,43,177,12,97,31,54,744,276,33,8,108
Rhizopogon_vesiculosus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Rhizopogon_vinicolor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
Rhizopus_delemar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,10,9,0
Rhizopus_microsporus,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Rhizopus_oryzae,0,0,0,11,0,3,1,0,0,0,7,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0
Rhizopus_stolonifer,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Rhizorhabdus_dicambivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodanobacter_denitrificans,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,1,1,1,13,0,0,0,0,0,0
Rhodanobacter_glycinis,0,1,4,0,1,0,1,9,0,3,0,0,1,12,14,0,0,0,1,1,0,0,0,17,1,0,2,3,5,0,7,0,0,7,0
Rhodanobacter_thiooxydans,0,0,4,1,0,0,4,22,0,0,0,0,32,0,1,0,0,1,0,0,0,0,0,3,0,1,9,2,5,1,47,1,4,0,0
Rhodobaca_barguzinensis,15,21,22,2,0,0,10,0,61,5,0,2,5,3,15,0,23,3,1,3,0,2,0,18,0,25,13,4,2,12,0,5,0,11,2
Rhodobacter_aestuarii,0,0,0,0,0,0,17,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,8,0,0,0,6,19,0,0,2,2,3,0
Rhodobacter_blasticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodobacter_capsulatus,1,2,6,2,0,0,0,1,5,0,0,0,1,1,0,4,0,1,1,6,1,0,0,6,0,0,5,2,1,1,16,72,0,0,0
Rhodobacter_johrii,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,4,0,0,1,0,0,2,0,4,3,1,0,0,0,0
Rhodobacter_maris,1,1,0,1,0,0,0,1,3,0,0,0,13,9,0,0,0,0,1,0,0,0,0,2,0,0,2,2,1,1,0,4,4,6,2
Rhodobacter_megalophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rhodobacter_ovatus,0,1,3,1,1,2,0,0,2,1,0,0,0,1,0,0,20,0,0,0,1,0,0,18,0,0,1,0,0,0,1,3,0,0,1
Rhodobacter_vinaykumarii,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0
Rhodoblastus_acidophilus,72,2,0,11,0,0,5,1,3,0,0,2,0,0,4,2,6,19,3,14,0,0,2,11,1,0,3,7,13,11,2,3,1,1,2
Rhodococcus_aetherivorans,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0
Rhodococcus_defluvii,1,0,0,2,1,2,0,0,0,0,1,3,0,2,0,0,0,3,0,1,0,1,1,3,0,5,1,0,2,0,0,3,1,0,0
Rhodococcus_enclensis,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rhodococcus_erythropolis,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus_fascians,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Rhodococcus_hoagii,0,0,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,2,0,0,0,0,0,0
Rhodococcus_jostii,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rhodococcus_kunmingensis,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,3,0,0,1
Rhodococcus_kyotonensis,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
Rhodococcus_opacus,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,6,0,0,0,0,0,1,1,2,0,0,0
Rhodococcus_pyridinivorans,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0
Rhodococcus_qingshengii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus_rhodochrous,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0
Rhodococcus_ruber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodoferax_antarcticus,3,2,15,9,0,0,2,0,6,0,0,5,17,1,321,2,3,4,3,5,0,4,0,10,0,12,3,4,11,4,3,8,1,2,108
Rhodoferax_ferrireducens,2,1,3,5,1,2,2,0,0,0,0,7,2,2,1,0,0,1,0,0,0,0,0,8,0,0,2,2,1,1,0,1,1,2,3
Rhodoferax_saidenbachensis,1,1,0,7,0,2,5,0,1,2,0,0,0,4,1,0,0,2,3,1,0,2,0,3,0,2,11,0,9,0,1,8,0,3,1
Rhodohalobacter_halophilus,1,1,9,1,0,5,1,0,1,0,0,0,0,4,3,0,2,37,3,2,0,4,0,0,0,33,3,1,3,1,1,6,0,1,1
Rhodoluna_lacicola,0,1,0,6,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,2,0,0,0,8,0,2,1,0,2,0,0,0,1,0,1
Rhodomicrobium_udaipurense,0,0,9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,7,0,0,7,1,23,0,0,2,0,0,0
Rhodomicrobium_vannielii,0,0,4,7,2,0,3,0,4,0,0,0,0,1,0,1,0,3,5,2,0,0,0,1,4,0,3,0,8,1,0,3,0,1,2
Rhodomonas_salina,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
Rhodopirellula_bahusiensis,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0
Rhodopirellula_baltica,0,6,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,7,0,0,0,7,0,0,1,0,0,7,1,1,0,0,0
Rhodopirellula_europaea,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,1,0,2,0,0,0,1,3,0,0,0,0,0,0
Rhodopirellula_islandica,0,3,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,3,0,0,0,0,1,0,0,3,0,1,0
Rhodopirellula_maiorica,1,5,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,10,0,14,0,0,0,3,4,0,0,0,0,1,2
Rhodopirellula_sallentina,1,1,0,14,0,0,1,0,1,1,0,7,0,2,5,1,0,0,3,1,0,0,0,2,0,0,2,0,0,0,1,2,0,0,0
Rhodopseudomonas_palustris,405,21,23,13,1,0,4,0,80,0,3,6,2,16,6,2,0,13,419,63,0,4,0,14,4,7,19,4,10,22,506,16,5,13,16
Rhodopseudomonas_pseudopalustris,0,0,0,3,0,0,5,0,0,1,0,2,0,1,1,0,5,7,1,15,0,0,0,8,0,0,4,3,0,5,2,5,1,0,1
Rhodospirillum_centenum,8,6,1,0,0,0,2,0,2,1,0,4,3,2,2,0,0,0,14,3,0,0,0,9,0,1,15,1,31,8,0,11,0,0,0
Rhodospirillum_rubrum,3,5,5,2,1,0,8,0,5,3,0,3,6,8,3,0,63,1,16,1,0,0,0,5,0,1,19,3,21,1,3,12,0,1,0
Rhodothermus_marinus,11,14,15,31,0,5,22,1,13,9,3,7,0,16,9,0,13,13,45,30,1,3,2,38,0,17,43,21,41,18,0,120,1,10,10
Rhodothermus_profundi,2,1,0,0,0,0,1,1,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,11,0,0,10,1,3,0,0,2,0,1,0
Rhodotorula_graminis,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,2,0,1,0,0,0
Rhodotorula_mucilaginosa,0,2,0,0,0,1,1,0,1,1,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Rhodotorula_toruloides,4,1,1,0,0,0,0,0,3,0,1,1,0,2,0,0,4,33,102,17,0,0,0,1,0,0,0,0,4,13,0,2,0,1,0
Rhodovibrio_salinarum,0,17,0,2,0,0,7,0,5,0,0,1,0,3,1,0,0,1,2,0,0,0,0,6,0,0,15,2,4,3,2,16,3,0,9
Rhodovulum_sulfidophilum,0,1,4,1,0,1,5,0,2,0,0,0,2,0,0,0,0,13,1,5,0,0,0,0,0,1,8,1,1,2,0,5,3,0,5
Rhynchosporium_agropyri,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Rhynchosporium_commune,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Rhynchosporium_secalis,0,3,0,1,0,3,0,0,0,0,0,3,2,1,0,3,0,2,1,1,1,3,3,3,0,2,0,4,0,0,8,4,0,0,3
Rhytidhysteron_rufulum,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0
Richelia_intracellularis,0,0,4,7,0,2,1,0,0,0,0,1,0,1,4,0,0,3,0,1,1,0,0,4,0,0,0,11,1,1,0,0,1,3,1
Rickettsia_africae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_akari,0,0,0,0,6,1,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,2,0,1,0,0,0,0
Rickettsia_amblyommatis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_argasii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_asembonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Rickettsia_australis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Rickettsia_bellii,1,2,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
Rickettsia_buchneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_canadensis,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Rickettsia_conorii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_endosymbiont_of_Culicoides_newsteadi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Rickettsia_endosymbiont_of_Ixodes_pacificus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_endosymbiont_of_Ixodes_scapularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_endosymbiont_of_Proechinophthirus_fluctus,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0
Rickettsia_felis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Rickettsia_gravesii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_helvetica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_hoogstraalii,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,3,0,0,0,0,1,0
Rickettsia_massiliae,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_monacensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_montanensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_parkeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_peacockii,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_philipii,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_prowazekii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_raoultii,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Rickettsia_rhipicephali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_rickettsii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_sibirica,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Rickettsia_tamurae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickettsia_typhi,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,6,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0
Rickettsiella_grylli,1,0,0,0,0,0,3,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Riemerella_anatipestifer,7,23,29,4,0,0,8,1,103,1,0,56,0,14,308,0,4,38,56,0,1,67,0,19,1,2,5,193,265,4,30,13,393,228,236
Riemerella_columbipharyngis,0,0,1,0,0,0,1,0,17,0,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,8,23,1,0,0
Risungbinella_massiliensis,1,7,3,3,2,4,0,0,0,0,0,0,0,5,2,0,5,1,1,0,2,2,0,2,4,0,4,15,1,6,1,0,1,1,0
Robiginitalea_biformata,1,3,0,5,0,0,2,0,5,0,0,37,0,0,178,0,0,1,5,0,0,0,0,51,0,2,10,0,431,2,3,36,637,340,305
Robiginitalea_myxolifaciens,0,0,12,1,0,0,0,0,2,0,0,1,0,6,1,0,6,52,1,0,0,0,0,20,0,0,2,5,0,1,0,3,0,0,2
Robiginitomaculum_antarcticum,2,1,1,5,0,2,2,0,1,0,0,1,0,0,0,0,27,1,1,1,0,0,0,3,0,0,0,2,2,0,0,8,0,0,0
Rodentibacter_heidelbergensis,0,1,3,5,57,7,2,4,2,0,0,4,1,0,1,1,5,13,2,0,18,6,43,0,0,79,27,2,0,1,158,0,0,0,0
Rodentibacter_heylii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1307,0,0,0,1572,0,0,0,0
Rodentibacter_mrazii,0,6,0,1,98,6,0,41,0,0,0,3,5,1,0,3,1,5,0,9,14,3,5,35,6,173,11,9,0,1,121,0,1,0,3
Rodentibacter_myodis,0,6,2,9,157,39,4,14,0,2,0,18,3,11,4,0,3,73,48,0,97,64,21,8,1,172,31,8,2,3,190,1,10,5,2
Rodentibacter_pneumotropicus,0,0,5,13,57,35,0,56,0,0,0,4,1,12,9,1,2,10,0,1,118,15,50,2,2,208,65,8,0,2,291,2,7,2,1
Rodentibacter_rarus,9,0,0,7,31,5,1,16,0,0,0,38,3,12,1,0,3,11,10,1,17,3,11,3,10,61,10,4,0,0,79,2,0,0,0
Rodentibacter_ratti,0,0,0,6,70,1,8,10,0,0,0,3,3,2,0,0,0,10,0,1,17,8,20,0,0,110,17,4,2,2,102,1,44,17,1
Rodentibacter_trehalosifermentans,1,0,0,10,87,48,2,9,0,1,0,5,14,8,0,1,5,8,16,0,9,3,23,0,4,153,32,7,2,2,135,1,1,6,1
Rodent_protoparvovirus_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romboutsia_maritimum,11,54,67,110,0,43,60,0,8,4,0,6,0,232,0,12,3,54,68,13,221,2,1,14,45,9,16,45,10,9,0,228,84,350,120
Romboutsia_timonensis,1819,6876,3068,594,26,17,1326,0,319,108,0,31,0,7287,272,649,52,223,12207,7809,490,7,0,138,142,31,137,4823,145,15,34,32186,32379,6357,6852
Romboutsia_weinsteinii,87,105,93,46,0,23,80,1,9,0,0,11,0,312,2,26,184,60,72,23,284,3,0,19,91,25,5,26,10,5,2,546,90,404,101
Roseateles_aquatilis,1,20,15,1,0,0,1,1,38,0,2,2,0,4,0,0,0,0,8,1,1,0,0,4,1,0,5,0,3,2,6,4,3,1,3
Roseateles_depolymerans,21,39,17,0,0,0,2,0,57,0,0,4,1,4,1,0,3,10,5,3,173,0,0,1,0,2,5,2,1,4,1,0,0,0,8
Roseateles_terrae,0,2,1,4,0,6,2,1,0,0,3,0,0,0,1,0,0,12,1,8,1,0,0,9,3,3,8,3,2,7,0,78,1,1,4
Roseburia_hominis,4666,12920,21315,15669,9,14292,10351,3,2087,108163,322,111541,1472,209119,36764,4,18749,26591,132195,20054,2446,5110,316,28615,16,90173,128489,8111,9423,28764,1124,3524,8840,9712,18697
Roseburia_inulinivorans,12285,103520,344147,492731,44,233686,15836,175,6451,8188,814,390124,1483,307987,22626,8,34843,65782,10142,88326,3871,36717,835,37241,31,140385,72540,289829,17853,128282,35343,8749,23393,20323,291251
Roseibaca_calidilacus,0,0,7,4,1,0,0,0,0,0,0,0,0,1,1,0,0,2,5,3,0,0,0,8,1,0,9,1,2,0,0,3,0,0,0
Roseibacterium_elongatum,1,1,1,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,8,0,0,0,0,2,0,0,9,1,9,0,1,9,0,0,0
Roseicitreum_antarcticum,0,0,1,1,0,2,0,0,1,0,0,0,4,4,2,0,37,0,3,2,0,0,0,4,2,2,0,1,15,0,2,1,0,1,0
Roseiflexus_castenholzii,3,3,7,11,0,0,14,0,1,1,0,6,3,6,49,0,0,8,16,2,0,6,0,27,0,0,12,3,8,4,1,17,0,2,0
Roseimaritima_ulvae,1,0,1,1,0,0,15,0,1,0,1,1,0,3,4,0,0,2,2,1,0,0,0,6,0,0,25,1,9,1,1,12,0,0,0
Roseivirga_seohaensis,1,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
